Image_ID,Timestamp,Genotype_ID,Plant_ID,Crop_Type,Region,Soil_Type,Soil_Moisture,Temperature,Humidity,Light_Intensity,Fertilizer_Used,Irrigation_Level,Leaf_Area,Stem_Thickness,Plant_Height,Leaf_Color_Index,Disease_Signs,Weed_Presence,Growth_Stage,Health_Score,Genotype_Performance_Score,Recommended_Action,Yield_Potential
IMG_000135,2021-06-14,G017,P000135,Wheat,Central,Silty,32.83,23.8,75.4,27444.9,Compost,6.3,125.7,1.17,128.2,3.0,No,No,Vegetative,77.9,68.9,Add fertilizer,3.35
IMG_000136,2021-10-05,G004,P000136,Wheat,North,Loamy,24.83,23.8,62.3,33460.8,NPK,5.7,138.9,1.01,85.9,2.2,No,No,Flowering,89.6,69.7,Add fertilizer,4.05
IMG_000137,2021-06-12,G007,P000137,Rice,East,Silty,33.14,25.8,72.3,39167.1,Urea,3.1,133.2,2.43,78.0,2.5,No,No,Vegetative,81.6,72.7,Weed control,7.24
IMG_000138,2021-04-17,G007,P000138,Maize,Central,Silty,22.69,21.0,61.0,44118.1,Urea,11.8,98.9,1.15,44.5,2.8,No,No,Fruiting,75.9,42.1,Increase irrigation,4.16
IMG_000139,2021-07-19,G014,P000139,Rice,North,Sandy,15.43,18.2,68.0,28215.4,NPK,6.9,165.8,0.98,53.2,4.5,No,No,Flowering,91.0,45.4,No action,7.33
IMG_000140,2021-03-05,G004,P000140,Rice,East,Sandy,31.5,23.3,73.9,29047.1,NPK,10.3,100.1,0.84,35.1,4.8,No,No,Vegetative,66.7,42.1,No action,7.97
IMG_000141,2021-02-25,G008,P000141,Maize,South,Sandy,19.77,30.2,43.5,16660.3,NPK,8.8,60.7,2.13,74.2,4.1,No,No,Maturity,71.6,42.4,Weed control,5.64
IMG_000142,2021-03-21,G010,P000142,Maize,West,Clay,32.22,29.7,43.0,27164.4,Compost,10.4,148.4,2.01,89.9,3.6,No,No,Vegetative,75.8,32.6,Increase irrigation,7.44
IMG_000143,2021-03-14,G007,P000143,Rice,South,Loamy,27.13,27.9,77.6,33048.6,NPK,6.3,141.2,1.94,74.8,2.4,No,No,Fruiting,75.6,48.3,Weed control,4.03
IMG_000144,2021-10-27,G001,P000144,Wheat,Central,Silty,17.4,21.9,44.8,23070.7,DAP,8.9,168.7,1.21,97.8,4.1,Yes,No,Vegetative,64.0,92.7,No action,5.29
IMG_000145,2021-07-08,G007,P000145,Soybean,Central,Loamy,15.15,26.3,41.4,38180.8,DAP,11.3,63.7,2.28,33.1,3.3,No,No,Flowering,82.5,63.1,Weed control,5.8
IMG_000146,2021-12-31,G018,P000146,Maize,North,Clay,15.73,20.6,77.8,36967.9,NPK,6.9,44.5,1.49,116.1,3.2,No,No,Flowering,90.4,43.9,Add fertilizer,8.88
IMG_000147,2021-06-15,G018,P000147,Wheat,West,Loamy,34.91,21.9,64.5,19979.5,NPK,8.9,124.7,1.68,77.4,4.7,Yes,Yes,Flowering,62.8,69.5,Apply pesticide,7.08
IMG_000148,2021-08-08,G018,P000148,Soybean,South,Clay,30.6,22.3,64.4,28164.3,DAP,4.9,104.4,2.06,106.3,4.3,No,No,Flowering,67.0,79.7,Increase irrigation,6.11
IMG_000149,2021-04-25,G005,P000149,Rice,West,Clay,32.32,21.5,61.7,26189.7,Compost,7.1,47.7,1.9,45.3,3.6,No,No,Vegetative,94.7,57.7,Apply pesticide,4.7
IMG_000150,2021-10-20,G008,P000150,Rice,North,Loamy,30.34,19.0,79.1,15499.3,DAP,3.8,63.0,0.93,106.1,2.1,No,Yes,Flowering,67.4,37.7,No action,7.47
IMG_000151,2021-10-04,G005,P000151,Maize,East,Clay,28.14,25.1,43.2,28577.9,DAP,10.8,137.5,0.97,48.5,3.7,No,No,Vegetative,72.4,50.2,No action,3.64
IMG_000152,2021-10-11,G004,P000152,Wheat,North,Sandy,21.53,24.9,58.4,23889.6,NPK,11.7,67.7,2.12,106.2,4.6,No,No,Vegetative,87.4,57.5,Add fertilizer,3.93
IMG_000153,2021-06-01,G004,P000153,Rice,West,Loamy,15.62,22.0,78.3,35887.2,DAP,5.2,102.7,2.25,55.9,4.4,No,No,Vegetative,92.6,70.0,No action,5.73
IMG_000154,2021-05-01,G011,P000154,Soybean,Central,Clay,20.48,26.1,64.3,33673.5,NPK,5.0,144.5,2.19,75.5,3.8,Yes,No,Flowering,77.5,62.9,No action,5.62
IMG_000155,2021-11-14,G005,P000155,Maize,East,Sandy,34.11,23.4,68.1,30324.1,DAP,4.3,138.0,2.32,27.3,2.5,No,No,Vegetative,86.5,75.3,Increase irrigation,7.51
IMG_000156,2021-07-24,G018,P000156,Wheat,Central,Silty,24.17,28.5,54.2,30128.5,Urea,9.0,43.7,1.94,54.0,3.7,No,No,Flowering,67.6,53.6,Apply pesticide,8.6
IMG_000157,2021-10-05,G014,P000157,Wheat,North,Loamy,29.34,22.7,51.0,42802.4,DAP,3.8,166.8,1.38,56.2,2.8,No,No,Fruiting,77.6,82.4,Weed control,8.55
IMG_000158,2021-03-18,G008,P000158,Maize,South,Clay,19.45,34.7,41.4,21876.9,NPK,5.2,111.6,1.47,78.3,2.6,No,No,Germination,87.2,65.2,Apply pesticide,4.61
IMG_000159,2021-01-12,G010,P000159,Maize,North,Silty,18.4,22.4,64.1,37999.1,Compost,3.3,149.2,2.2,57.4,4.2,No,No,Germination,82.6,88.8,Weed control,7.55
IMG_000160,2021-06-25,G019,P000160,Maize,West,Sandy,22.34,30.9,73.0,30888.5,Compost,11.8,128.5,1.54,125.4,3.2,No,No,Vegetative,85.5,63.9,No action,5.16
IMG_000161,2021-03-19,G018,P000161,Soybean,West,Loamy,33.99,27.6,49.5,33185.7,NPK,4.5,73.6,2.07,28.1,4.0,No,No,Germination,75.2,32.0,Add fertilizer,5.32
IMG_000162,2021-10-08,G018,P000162,Maize,East,Clay,20.21,32.6,50.0,40246.4,NPK,6.4,152.4,1.03,105.0,2.4,No,No,Germination,90.7,67.5,Weed control,4.55
IMG_000163,2021-06-10,G012,P000163,Wheat,West,Clay,26.4,25.6,77.1,34113.8,NPK,4.4,77.7,1.44,97.2,2.0,No,No,Maturity,70.9,62.4,Weed control,5.02
IMG_000164,2021-12-16,G004,P000164,Soybean,West,Loamy,16.11,19.4,78.3,22425.6,Compost,10.3,105.2,2.1,70.3,3.5,No,Yes,Vegetative,89.3,40.1,No action,3.81
IMG_000165,2021-06-09,G007,P000165,Soybean,North,Sandy,23.44,27.2,63.0,39542.0,Compost,8.1,164.8,1.46,67.1,2.1,No,No,Vegetative,67.8,75.6,Apply pesticide,5.67
IMG_000166,2021-06-15,G018,P000166,Wheat,East,Loamy,20.82,20.6,42.4,41176.5,None,11.1,89.6,1.51,121.7,2.3,No,Yes,Vegetative,73.7,84.9,Increase irrigation,8.91
IMG_000167,2021-06-01,G008,P000167,Rice,Central,Sandy,20.76,27.0,53.9,20179.6,Urea,9.5,90.0,2.8,34.0,3.2,No,No,Vegetative,70.3,49.0,Add fertilizer,5.84
IMG_000168,2021-10-11,G003,P000168,Rice,East,Loamy,24.98,23.1,67.9,21652.9,NPK,10.1,131.5,2.62,129.0,2.5,No,No,Maturity,67.0,85.2,Weed control,7.94
IMG_000169,2021-04-16,G020,P000169,Wheat,East,Silty,29.26,19.5,78.8,43280.5,Urea,8.1,59.4,2.69,60.4,3.0,No,No,Fruiting,68.0,77.8,Increase irrigation,3.51
IMG_000170,2021-03-22,G004,P000170,Soybean,West,Loamy,17.49,24.3,77.8,29209.0,NPK,6.1,65.9,1.17,102.3,3.5,No,No,Flowering,76.2,63.0,No action,5.72
IMG_000171,2021-05-14,G003,P000171,Soybean,Central,Loamy,17.44,22.2,46.6,17568.9,Compost,9.7,95.1,1.89,31.8,3.2,No,No,Fruiting,75.3,65.2,Apply pesticide,5.38
IMG_000172,2021-04-25,G009,P000172,Wheat,West,Loamy,23.19,26.7,44.3,29718.4,NPK,9.8,100.3,0.97,49.9,4.4,Yes,No,Flowering,73.4,74.9,Increase irrigation,3.36
IMG_000173,2021-04-04,G017,P000173,Soybean,North,Loamy,28.47,24.8,76.4,19593.8,Compost,10.2,169.4,0.93,64.6,4.5,No,No,Vegetative,80.9,84.1,Increase irrigation,8.66
IMG_000174,2021-05-03,G015,P000174,Maize,Central,Clay,21.01,26.0,54.5,38117.0,NPK,7.0,166.3,2.69,27.1,4.7,No,No,Flowering,83.9,62.2,No action,6.37
IMG_000175,2021-01-09,G018,P000175,Soybean,North,Loamy,24.09,28.5,75.2,22439.1,DAP,11.0,88.9,2.26,68.2,2.2,No,No,Maturity,66.1,86.0,No action,5.66
IMG_000176,2021-01-21,G011,P000176,Rice,West,Loamy,15.67,18.6,59.2,40172.1,DAP,10.4,119.6,0.97,126.4,4.7,No,No,Maturity,87.5,75.9,No action,3.43
IMG_000177,2021-07-11,G006,P000177,Wheat,East,Sandy,33.69,21.2,78.4,18402.2,Compost,4.8,111.7,2.59,113.0,4.5,Yes,No,Vegetative,65.4,43.1,Increase irrigation,5.06
IMG_000178,2021-09-26,G008,P000178,Maize,North,Clay,24.17,29.1,45.5,32042.5,NPK,11.6,153.7,0.88,62.4,2.3,No,No,Flowering,90.0,56.5,Increase irrigation,3.48
IMG_000179,2021-12-08,G011,P000179,Wheat,South,Clay,26.47,22.7,56.9,30288.6,Urea,10.4,86.3,2.57,114.1,2.1,No,No,Vegetative,92.3,90.2,Add fertilizer,4.51
IMG_000180,2021-04-11,G020,P000180,Soybean,Central,Clay,31.8,23.2,61.8,37739.9,DAP,6.0,72.9,1.96,109.3,4.4,No,No,Maturity,75.8,72.3,No action,7.24
IMG_000181,2021-05-08,G012,P000181,Maize,West,Clay,23.11,25.9,75.8,41000.8,NPK,5.3,73.6,1.81,30.4,4.1,No,No,Germination,65.1,30.6,No action,7.52
IMG_000182,2021-05-10,G004,P000182,Wheat,North,Loamy,20.31,29.1,45.8,17863.5,Urea,6.7,122.9,0.98,39.7,4.1,No,No,Vegetative,68.4,93.8,Weed control,7.5
IMG_000183,2021-03-20,G019,P000183,Maize,South,Sandy,16.63,29.1,61.2,40286.4,Urea,9.7,91.3,1.87,112.1,3.0,No,No,Vegetative,84.3,44.2,Apply pesticide,6.12
IMG_000184,2021-09-01,G001,P000184,Soybean,South,Loamy,19.89,30.8,72.4,24475.4,Urea,10.3,158.0,1.57,87.4,3.1,No,No,Vegetative,70.1,91.3,No action,8.52
IMG_000185,2021-02-17,G018,P000185,Wheat,South,Clay,24.16,30.3,54.1,24671.1,NPK,6.6,105.5,1.23,50.7,2.9,No,Yes,Fruiting,64.1,75.0,Increase irrigation,7.98
IMG_000186,2021-12-03,G019,P000186,Soybean,West,Silty,15.98,27.1,67.7,28335.1,NPK,5.3,102.9,2.76,57.7,3.0,No,No,Flowering,70.7,49.1,Apply pesticide,6.09
IMG_000187,2021-12-10,G015,P000187,Maize,North,Sandy,30.92,18.3,53.9,35387.6,Urea,3.9,144.4,2.14,89.6,4.6,Yes,No,Vegetative,79.6,63.7,Apply pesticide,6.47
IMG_000188,2021-01-13,G005,P000188,Wheat,South,Loamy,27.6,24.3,64.9,41997.0,DAP,4.6,158.1,1.66,36.5,4.4,No,No,Maturity,91.5,91.2,Weed control,3.64
IMG_000189,2021-02-01,G015,P000189,Wheat,South,Loamy,17.88,28.5,42.8,24810.4,Compost,8.5,74.5,1.8,25.6,4.3,No,No,Flowering,73.9,70.7,Add fertilizer,7.79
IMG_000190,2021-09-29,G001,P000190,Maize,East,Clay,18.27,26.0,43.7,23803.0,DAP,5.5,149.1,1.9,59.3,3.8,No,No,Fruiting,75.6,51.9,Add fertilizer,6.95
IMG_000191,2021-06-29,G001,P000191,Wheat,West,Clay,16.55,19.8,47.7,19937.7,NPK,6.9,142.2,1.45,48.3,3.5,No,No,Vegetative,68.5,75.1,Apply pesticide,6.66
IMG_000192,2021-08-16,G002,P000192,Soybean,South,Sandy,20.53,31.2,76.4,31834.9,Compost,9.2,104.8,2.76,63.8,3.2,No,No,Flowering,72.3,56.2,Weed control,4.04
IMG_000193,2021-03-17,G020,P000193,Wheat,North,Clay,18.99,25.9,73.9,33742.7,NPK,3.8,85.1,2.19,68.4,4.5,No,No,Vegetative,85.8,94.7,No action,5.98
IMG_000194,2021-10-15,G008,P000194,Rice,Central,Clay,18.17,31.1,61.8,17296.2,NPK,6.3,45.0,2.2,85.9,4.4,No,No,Flowering,86.1,77.6,No action,7.98
IMG_000195,2021-09-18,G012,P000195,Wheat,North,Clay,18.39,15.5,59.1,21811.1,Urea,10.9,127.2,1.67,65.2,2.0,Yes,No,Flowering,72.5,59.3,Add fertilizer,4.2
IMG_000196,2021-02-16,G014,P000196,Rice,North,Clay,22.45,21.8,68.2,39274.7,Urea,11.7,102.5,2.36,85.5,3.8,No,Yes,Flowering,87.8,32.7,Increase irrigation,5.99
IMG_000197,2021-11-20,G010,P000197,Wheat,North,Sandy,17.5,25.5,75.0,23024.5,DAP,6.4,127.5,1.15,80.5,3.8,No,No,Fruiting,93.8,38.3,Weed control,6.9
IMG_000198,2021-02-15,G018,P000198,Soybean,South,Loamy,18.33,34.8,61.8,29585.3,NPK,7.8,139.8,1.73,95.1,3.3,No,No,Vegetative,68.7,87.8,Increase irrigation,4.61
IMG_000199,2021-12-28,G020,P000199,Maize,Central,Clay,34.05,19.6,69.6,31195.0,Urea,8.2,151.6,1.88,91.1,2.2,No,No,Fruiting,91.6,82.2,No action,8.21
IMG_000200,2021-06-14,G017,P000200,Soybean,West,Clay,19.29,19.4,49.7,21117.1,NPK,6.1,128.3,1.56,39.1,2.5,No,No,Germination,85.8,60.5,Weed control,8.23
IMG_000201,2021-10-10,G001,P000201,Soybean,South,Loamy,22.64,25.0,59.2,35997.8,Urea,7.9,49.2,2.04,68.3,4.2,Yes,No,Vegetative,63.8,47.9,Weed control,4.0
IMG_000202,2021-01-11,G013,P000202,Soybean,South,Loamy,27.44,28.5,69.5,36048.7,NPK,10.6,114.8,1.32,64.9,2.3,No,No,Vegetative,79.2,73.8,Apply pesticide,7.48
IMG_000203,2021-10-26,G008,P000203,Rice,Central,Clay,28.25,19.8,79.2,31990.2,DAP,10.0,73.5,1.91,54.9,2.4,No,Yes,Flowering,80.6,66.5,Apply pesticide,4.36
IMG_000204,2021-12-29,G005,P000204,Wheat,Central,Sandy,31.66,23.5,73.8,24681.4,NPK,10.0,113.6,0.99,85.7,4.6,No,No,Fruiting,73.7,53.0,No action,6.58
IMG_000205,2021-05-06,G006,P000205,Maize,Central,Sandy,25.7,31.9,56.4,39748.7,DAP,6.3,138.0,1.02,56.4,2.3,No,No,Vegetative,70.9,33.7,Weed control,3.93
IMG_000206,2021-09-18,G011,P000206,Rice,West,Clay,21.74,24.5,56.0,44334.6,Compost,4.0,162.2,1.49,74.7,4.6,No,No,Fruiting,73.9,41.0,No action,5.02
IMG_000207,2021-04-29,G008,P000207,Soybean,South,Clay,28.76,29.3,44.1,27547.7,Urea,11.9,61.3,2.21,61.0,4.0,No,No,Maturity,90.4,64.5,Weed control,6.25
IMG_000208,2021-08-27,G007,P000208,Soybean,South,Loamy,18.38,23.0,58.0,36939.5,Urea,11.9,44.0,1.9,83.9,2.9,No,No,Vegetative,72.2,45.8,Weed control,7.77
IMG_000209,2021-12-10,G020,P000209,Rice,North,Sandy,21.01,19.1,77.0,31527.1,NPK,7.6,88.2,1.88,103.7,2.0,No,Yes,Germination,70.9,89.6,Add fertilizer,7.13
IMG_000210,2021-10-13,G014,P000210,Maize,East,Loamy,27.41,24.2,55.6,33168.7,Compost,4.6,130.3,1.29,63.0,2.6,No,No,Flowering,82.3,34.2,Add fertilizer,5.96
IMG_000211,2021-12-07,G019,P000211,Rice,East,Loamy,27.72,27.6,51.1,40274.1,NPK,9.3,103.6,1.23,72.8,4.5,No,No,Flowering,68.6,63.4,Increase irrigation,8.49
IMG_000212,2021-12-14,G015,P000212,Rice,East,Loamy,20.64,27.5,40.3,16043.1,None,5.0,59.5,2.46,74.5,2.2,No,No,Fruiting,69.4,66.7,Add fertilizer,3.77
IMG_000213,2021-01-03,G014,P000213,Rice,North,Loamy,24.63,21.4,42.9,37160.9,NPK,11.1,155.9,2.18,107.0,2.8,No,No,Fruiting,74.5,53.1,Increase irrigation,7.6
IMG_000214,2021-11-22,G016,P000214,Rice,East,Sandy,29.13,32.5,63.2,41034.8,None,5.0,82.7,1.9,30.9,4.7,Yes,Yes,Vegetative,69.0,67.4,Apply pesticide,7.72
IMG_000215,2021-01-12,G002,P000215,Rice,East,Clay,17.08,24.2,60.2,21708.5,NPK,3.5,70.7,2.01,100.7,4.3,No,No,Flowering,73.6,94.7,No action,8.61
IMG_000216,2021-06-15,G010,P000216,Rice,Central,Clay,25.4,28.6,67.5,25478.7,None,6.7,95.1,2.4,117.1,2.5,No,No,Fruiting,75.4,92.0,Weed control,4.43
IMG_000217,2021-11-05,G014,P000217,Maize,East,Sandy,31.16,21.8,80.0,42408.2,Urea,11.7,146.3,1.17,29.5,2.2,Yes,No,Vegetative,66.9,52.4,Weed control,8.38
IMG_000218,2021-09-17,G018,P000218,Wheat,North,Sandy,17.7,25.1,48.8,28095.8,DAP,6.5,144.9,1.93,100.7,2.8,Yes,No,Vegetative,62.3,55.2,Weed control,3.46
IMG_000219,2021-07-11,G012,P000219,Rice,Central,Loamy,23.29,21.1,49.7,21404.6,Urea,11.1,143.3,1.3,103.2,3.6,No,Yes,Vegetative,75.0,76.8,Weed control,7.62
IMG_000220,2021-11-14,G018,P000220,Soybean,North,Sandy,31.85,25.0,44.9,38787.2,NPK,6.7,73.7,1.77,47.8,3.5,No,No,Flowering,94.1,45.9,No action,4.89
IMG_000221,2021-01-08,G010,P000221,Maize,East,Clay,22.3,20.4,75.5,16216.5,Urea,6.9,108.6,1.93,43.6,3.5,Yes,No,Fruiting,83.8,64.7,Add fertilizer,8.08
IMG_000222,2021-07-21,G001,P000222,Wheat,South,Loamy,31.5,31.4,56.6,17580.1,DAP,3.2,146.7,1.2,59.6,3.7,No,No,Vegetative,83.3,43.7,Add fertilizer,5.1
IMG_000223,2021-12-18,G002,P000223,Rice,East,Sandy,31.69,30.7,60.6,32193.5,Compost,11.7,157.5,1.73,80.2,3.4,Yes,Yes,Flowering,70.1,64.7,Increase irrigation,4.47
IMG_000224,2021-03-30,G018,P000224,Wheat,Central,Loamy,25.35,31.2,66.9,32597.7,Urea,7.2,142.1,1.33,94.8,4.7,No,No,Vegetative,84.0,58.8,Increase irrigation,8.59
IMG_000225,2021-08-01,G008,P000225,Soybean,South,Sandy,17.22,34.4,53.7,18383.6,NPK,9.5,162.0,2.09,25.8,4.1,No,Yes,Flowering,71.8,45.2,Increase irrigation,7.98
IMG_000226,2021-02-28,G007,P000226,Wheat,North,Loamy,24.68,15.5,73.6,39654.5,DAP,4.6,79.1,1.96,56.3,2.6,No,No,Vegetative,77.9,69.5,Apply pesticide,5.15
IMG_000227,2021-07-18,G018,P000227,Rice,North,Clay,15.14,26.9,42.7,37728.5,DAP,9.1,108.8,2.35,50.6,2.2,No,No,Vegetative,80.3,71.8,Increase irrigation,6.9
IMG_000228,2021-08-09,G003,P000228,Maize,Central,Sandy,32.47,32.3,51.4,25047.9,DAP,8.6,145.7,1.03,55.6,3.3,No,No,Fruiting,92.9,90.1,Weed control,4.19
IMG_000229,2021-09-02,G013,P000229,Rice,South,Silty,21.21,28.8,74.7,30981.2,DAP,5.1,154.9,1.89,76.2,4.7,No,No,Vegetative,69.5,52.9,No action,4.98
IMG_000230,2021-01-17,G015,P000230,Wheat,East,Sandy,18.76,24.5,74.6,25500.9,NPK,10.9,110.7,1.24,41.5,4.6,No,No,Vegetative,74.7,79.7,Weed control,3.81
IMG_000231,2021-10-14,G011,P000231,Rice,West,Clay,30.01,32.7,55.0,32560.9,Urea,4.7,137.4,1.01,35.4,2.1,No,No,Germination,88.1,86.8,Apply pesticide,3.74
IMG_000232,2021-04-02,G020,P000232,Wheat,East,Loamy,18.49,28.2,73.3,31275.7,Compost,4.6,102.8,1.58,76.6,2.1,No,No,Fruiting,79.7,83.2,Add fertilizer,6.31
IMG_000233,2021-09-12,G020,P000233,Wheat,Central,Loamy,33.75,19.8,64.4,25753.3,DAP,5.3,130.8,0.94,53.2,3.5,No,Yes,Vegetative,62.9,75.9,No action,4.92
IMG_000234,2021-11-01,G013,P000234,Maize,South,Clay,28.02,33.4,75.0,37781.6,Compost,11.4,58.7,1.03,83.5,3.9,No,Yes,Vegetative,82.4,72.3,Apply pesticide,8.49
IMG_000235,2021-11-30,G003,P000235,Rice,West,Loamy,23.35,25.8,59.8,36686.9,DAP,4.5,48.4,0.95,34.2,2.6,No,No,Fruiting,70.7,89.5,No action,7.06
IMG_000236,2021-01-23,G018,P000236,Wheat,North,Sandy,31.77,22.9,68.4,34342.2,NPK,5.5,82.5,2.29,98.6,3.3,Yes,No,Flowering,65.5,32.9,Increase irrigation,6.05
IMG_000237,2021-09-26,G008,P000237,Rice,West,Clay,23.23,32.4,50.5,40158.3,DAP,3.1,90.6,1.7,102.8,4.1,No,No,Germination,67.1,81.0,Add fertilizer,8.63
IMG_000238,2021-02-07,G010,P000238,Wheat,North,Loamy,29.09,19.2,71.7,38659.0,Compost,11.8,123.6,1.55,120.8,2.7,No,Yes,Vegetative,60.7,60.6,No action,3.61
IMG_000239,2021-06-02,G008,P000239,Soybean,Central,Clay,15.68,29.8,75.8,15738.6,Urea,5.0,168.0,2.14,36.7,4.1,No,No,Fruiting,70.9,65.6,Apply pesticide,6.84
IMG_000240,2021-12-25,G013,P000240,Maize,East,Loamy,19.01,20.5,59.0,21455.2,Compost,4.8,66.4,2.17,41.3,2.2,No,No,Flowering,73.4,89.4,Add fertilizer,3.34
IMG_000241,2021-03-11,G001,P000241,Wheat,West,Loamy,29.06,29.9,44.8,24066.0,NPK,5.2,139.2,2.55,34.1,2.4,No,No,Maturity,79.4,67.1,Weed control,3.12
IMG_000242,2021-06-20,G014,P000242,Wheat,West,Silty,16.65,30.0,75.4,28091.3,NPK,5.8,71.6,0.91,126.8,4.7,No,No,Vegetative,68.5,70.0,Increase irrigation,4.11
IMG_000243,2021-01-18,G020,P000243,Wheat,Central,Clay,28.03,24.8,57.4,27062.4,DAP,8.2,167.4,2.21,106.8,2.5,No,Yes,Maturity,85.5,86.1,Add fertilizer,8.02
IMG_000244,2021-11-23,G013,P000244,Soybean,North,Loamy,16.34,21.9,48.1,23261.4,DAP,4.0,57.0,1.82,68.1,3.8,No,No,Vegetative,94.9,76.6,No action,6.6
IMG_000245,2021-11-24,G018,P000245,Rice,North,Loamy,33.39,21.6,78.3,43585.2,NPK,5.4,142.8,1.44,53.3,4.8,No,No,Vegetative,70.6,66.4,No action,7.14
IMG_000246,2021-08-20,G012,P000246,Wheat,North,Loamy,26.46,26.4,63.4,43701.5,NPK,6.1,141.1,2.06,37.8,4.6,No,No,Fruiting,82.3,84.8,Weed control,8.59
IMG_000247,2021-10-08,G013,P000247,Wheat,West,Sandy,32.59,19.1,61.6,33566.3,Urea,7.0,112.1,2.65,89.0,4.5,No,Yes,Fruiting,71.7,50.9,Apply pesticide,5.63
IMG_000248,2021-03-07,G008,P000248,Rice,South,Loamy,34.56,29.5,62.1,31947.0,NPK,6.4,113.8,0.87,43.0,2.1,No,No,Fruiting,76.9,48.1,No action,4.56
IMG_000249,2021-09-14,G003,P000249,Rice,Central,Clay,18.36,24.6,64.1,35225.0,Compost,5.3,137.1,1.42,91.7,3.0,Yes,No,Vegetative,78.7,84.0,Apply pesticide,8.11
IMG_000250,2021-05-05,G020,P000250,Maize,South,Loamy,20.88,24.1,72.3,29722.6,DAP,4.3,150.8,2.32,95.2,3.9,No,No,Maturity,75.1,76.1,Apply pesticide,5.35
IMG_000251,2021-08-31,G007,P000251,Maize,South,Silty,17.48,31.0,74.9,33264.0,NPK,5.0,61.6,2.06,99.5,2.1,No,No,Fruiting,77.6,40.2,Apply pesticide,6.76
IMG_000252,2021-03-23,G017,P000252,Soybean,North,Sandy,33.92,20.7,66.2,31713.7,NPK,4.7,154.1,1.78,68.5,4.2,No,No,Flowering,79.7,45.8,Apply pesticide,5.42
IMG_000253,2021-05-12,G014,P000253,Rice,Central,Clay,25.64,24.8,52.4,39178.0,Urea,7.1,141.8,2.24,61.4,4.6,Yes,No,Vegetative,67.4,36.3,Apply pesticide,3.03
IMG_000254,2021-08-30,G019,P000254,Maize,North,Clay,31.67,21.1,54.3,22233.0,Compost,4.8,93.9,2.02,52.1,4.4,No,No,Vegetative,77.1,54.5,Weed control,6.56
IMG_000255,2021-03-12,G005,P000255,Wheat,Central,Silty,27.03,29.7,67.5,15049.5,Urea,9.4,135.1,2.33,85.8,4.5,No,No,Vegetative,84.3,34.8,Weed control,7.77
IMG_000256,2021-08-07,G012,P000256,Wheat,West,Loamy,32.63,23.7,43.8,38878.9,DAP,3.1,162.6,2.17,39.1,2.2,No,No,Flowering,85.4,61.7,Increase irrigation,3.64
IMG_000257,2021-08-30,G001,P000257,Rice,East,Loamy,34.52,25.5,72.1,44251.3,Urea,8.6,55.0,2.58,80.3,2.3,Yes,Yes,Fruiting,74.3,69.5,Apply pesticide,7.49
IMG_000258,2021-09-12,G001,P000258,Rice,South,Clay,19.42,23.0,46.8,20889.9,Urea,4.3,120.5,1.74,112.6,3.7,No,No,Germination,82.1,91.1,No action,7.54
IMG_000259,2021-10-22,G015,P000259,Wheat,Central,Sandy,16.77,24.5,51.0,22095.2,NPK,8.3,94.4,1.05,111.1,3.0,No,Yes,Fruiting,85.8,63.4,Weed control,6.23
IMG_000260,2021-10-25,G010,P000260,Soybean,North,Loamy,16.12,16.5,65.2,37058.6,Compost,9.8,86.9,1.67,47.5,4.2,No,No,Vegetative,78.5,42.9,Weed control,5.58
IMG_000261,2021-06-04,G015,P000261,Soybean,North,Loamy,26.52,26.7,59.9,21296.9,Urea,7.0,69.3,1.36,31.5,2.4,No,No,Fruiting,83.0,61.8,Add fertilizer,8.8
IMG_000262,2021-07-21,G018,P000262,Wheat,South,Loamy,32.94,33.7,71.2,34558.5,Compost,8.6,78.7,0.86,45.4,3.5,No,No,Fruiting,85.4,86.4,No action,7.59
IMG_000263,2021-07-16,G008,P000263,Soybean,Central,Clay,16.09,18.4,75.3,16735.6,Compost,7.4,44.9,0.81,69.7,4.7,No,Yes,Vegetative,68.2,50.5,Weed control,8.96
IMG_000264,2021-03-01,G012,P000264,Rice,East,Loamy,27.61,25.0,58.2,32037.1,Urea,7.9,139.4,2.39,102.5,3.7,No,No,Vegetative,94.0,50.8,Increase irrigation,5.62
IMG_000265,2021-06-03,G004,P000265,Soybean,North,Silty,21.91,20.0,44.2,33715.8,NPK,8.3,163.0,2.62,67.8,2.5,No,No,Flowering,78.4,30.5,Increase irrigation,6.4
IMG_000266,2021-07-18,G019,P000266,Wheat,Central,Loamy,30.06,29.8,64.8,18423.0,None,7.0,163.2,2.11,112.6,2.0,No,No,Germination,68.1,35.0,Add fertilizer,7.84
IMG_000267,2021-09-24,G011,P000267,Soybean,East,Clay,29.8,28.1,62.2,35057.3,DAP,9.6,61.7,2.57,29.5,4.7,No,No,Fruiting,75.9,71.5,Weed control,3.21
IMG_000268,2021-12-08,G018,P000268,Soybean,South,Loamy,31.39,25.7,73.0,28933.0,Compost,10.7,127.5,1.07,95.1,2.5,No,No,Fruiting,71.4,81.9,No action,8.26
IMG_000269,2021-06-02,G005,P000269,Wheat,North,Loamy,26.92,23.2,60.9,28974.0,Compost,10.2,78.2,2.25,42.6,3.8,No,No,Fruiting,75.7,43.0,Apply pesticide,8.71
IMG_000270,2021-03-31,G011,P000270,Rice,North,Silty,34.23,23.5,46.8,36595.4,NPK,4.4,44.4,1.27,81.2,3.5,No,No,Fruiting,83.7,92.7,Weed control,3.12
